state_ut,crime_head,male_below_18_years,female_below_18_years,male_between_18_30_years,female_between_18_30_years,male_between_30_45_years,female_between_30_45_years,male_between_45_60_years,female_between_45_60_years,male_above_60_years,female_above_60_years,male_total,female_total,grand_total
TOTAL (ALL-INDIA),"RIOTS (SECTION 143, 144, 145, 147, 148, 149, 150, 151, 153, 153A, 153B, 157, 158, 160 IPC)",2409,149,148406,7693,118524,9103,50544,4178,6632,594,326515,21717,348232
ANDHRA PRADESH,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),3,0,306,18,462,24,156,13,15,1,942,56,998
ARUNACHAL PRADESH,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,2,0,35,0,2,0,0,0,39,0,39
ASSAM,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,212,5,482,5,225,2,0,0,919,12,931
BIHAR,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),5,2,729,31,1112,20,450,5,49,0,2345,58,2403
CHHATTISGARH,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,60,1,84,8,38,0,0,0,182,9,191
GOA,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),1,0,13,3,8,1,8,0,0,0,30,4,34
GUJARAT,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),4,1,613,65,956,112,427,79,52,15,2052,272,2324
HARYANA,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),1,0,182,6,238,11,113,0,11,2,545,19,564
HIMACHAL PRADESH,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),1,0,22,1,44,1,27,1,3,0,97,3,100
JAMMU & KASHMIR,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,74,1,140,1,30,1,2,0,246,3,249
JHARKHAND,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),1,0,343,11,237,10,85,7,0,0,666,28,694
KARNATAKA,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,136,11,164,10,81,8,9,1,390,30,420
KERALA,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,36,3,131,8,62,0,5,0,234,11,245
MADHYA PRADESH,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,190,8,369,13,188,2,7,0,754,23,777
MAHARASHTRA,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,892,38,1071,74,366,47,70,16,2399,175,2574
MANIPUR,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,5,0,7,0,2,0,3,0,17,0,17
MEGHALAYA,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,13,0,15,0,0,0,0,0,28,0,28
MIZORAM,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,7,2,4,1,0,0,0,0,11,3,14
NAGALAND,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,8,2,7,0,2,0,0,0,17,2,19
ODISHA,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,148,24,194,22,60,3,2,0,404,49,453
PUNJAB,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,85,6,151,18,96,5,0,0,332,29,361
RAJASTHAN,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),2,0,111,5,137,9,51,3,5,2,306,19,325
SIKKIM,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),2,0,0,0,1,0,0,0,0,0,3,0,3
TAMIL NADU,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),1,0,89,0,167,2,87,0,29,0,373,2,375
TRIPURA,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,16,1,29,0,7,1,0,0,52,2,54
UTTAR PRADESH,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,3090,0,2591,6,1384,2,59,0,7124,8,7132
UTTARAKHAND,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,12,0,44,0,5,0,2,0,63,0,63
WEST BENGAL,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,486,33,618,55,293,10,14,0,1411,98,1509
TOTAL (STATES),CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),21,3,7880,275,9498,411,4245,189,337,37,21981,915,22896
A & N ISLANDS,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,3,0,1,0,1,0,0,0,5,0,5
CHANDIGARH,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,18,0,17,0,3,0,0,0,38,0,38
D & N HAVELI,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,8,0,14,0,0,0,0,0,22,0,22
DAMAN & DIU,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,2,0,1,0,3,0,0,0,6,0,6
DELHI,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),2,0,109,3,98,0,9,0,1,0,219,3,222
LAKSHADWEEP,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),0,0,1,0,2,0,0,0,1,0,4,0,4
TOTAL (UTs),CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),2,0,141,3,133,0,16,0,2,0,294,3,297
TOTAL (ALL-INDIA),CRIMINAL BREACH OF TRUST (SECTION 406 TO 409),23,3,8021,278,9631,411,4261,189,339,37,22275,918,23193
ANDHRA PRADESH,CHEATING (SECTION 419 TO 420 IPC),22,0,2706,203,3913,327,1279,166,208,12,8128,708,8836
ARUNACHAL PRADESH,CHEATING (SECTION 419 TO 420 IPC),0,0,43,0,18,0,0,0,0,0,61,0,61
ASSAM,CHEATING (SECTION 419 TO 420 IPC),1,0,475,14,765,13,385,0,6,0,1632,27,1659
BIHAR,CHEATING (SECTION 419 TO 420 IPC),16,0,1643,30,2108,27,1088,4,85,0,4940,61,5001
CHHATTISGARH,CHEATING (SECTION 419 TO 420 IPC),2,0,257,26,462,40,196,14,11,2,928,82,1010
GOA,CHEATING (SECTION 419 TO 420 IPC),0,0,37,9,48,14,9,0,3,1,97,24,121
GUJARAT,CHEATING (SECTION 419 TO 420 IPC),6,0,833,31,957,65,385,40,44,7,2225,143,2368
HARYANA,CHEATING (SECTION 419 TO 420 IPC),10,1,525,21,614,53,287,9,34,4,1470,88,1558
HIMACHAL PRADESH,CHEATING (SECTION 419 TO 420 IPC),1,0,32,3,111,17,58,9,7,1,209,30,239
JAMMU & KASHMIR,CHEATING (SECTION 419 TO 420 IPC),0,0,225,6,440,8,161,4,8,0,834,18,852
JHARKHAND,CHEATING (SECTION 419 TO 420 IPC),3,0,677,12,542,20,227,1,7,0,1456,33,1489
KARNATAKA,CHEATING (SECTION 419 TO 420 IPC),1,0,1397,111,2320,235,1251,115,173,35,5142,496,5638
KERALA,CHEATING (SECTION 419 TO 420 IPC),4,0,843,56,1453,146,777,52,137,6,3214,260,3474
MADHYA PRADESH,CHEATING (SECTION 419 TO 420 IPC),9,0,912,54,1160,58,651,34,48,4,2780,150,2930
MAHARASHTRA,CHEATING (SECTION 419 TO 420 IPC),37,7,3326,193,4161,397,2218,211,337,51,10079,859,10938
MANIPUR,CHEATING (SECTION 419 TO 420 IPC),0,0,9,2,27,7,16,2,0,0,52,11,63
MEGHALAYA,CHEATING (SECTION 419 TO 420 IPC),1,0,22,5,40,0,1,0,0,0,64,5,69
MIZORAM,CHEATING (SECTION 419 TO 420 IPC),0,0,11,4,8,2,4,0,0,0,23,6,29
NAGALAND,CHEATING (SECTION 419 TO 420 IPC),0,0,30,1,12,0,2,0,0,0,44,1,45
ODISHA,CHEATING (SECTION 419 TO 420 IPC),6,0,443,16,692,45,361,3,14,0,1516,64,1580
PUNJAB,CHEATING (SECTION 419 TO 420 IPC),1,0,1020,145,1797,283,825,93,20,3,3663,524,4187
RAJASTHAN,CHEATING (SECTION 419 TO 420 IPC),17,2,1677,88,2361,161,1287,71,206,27,5548,349,5897
SIKKIM,CHEATING (SECTION 419 TO 420 IPC),4,1,0,0,9,0,0,0,0,0,13,1,14
TAMIL NADU,CHEATING (SECTION 419 TO 420 IPC),0,0,977,64,1923,247,1155,99,205,7,4260,417,4677
TRIPURA,CHEATING (SECTION 419 TO 420 IPC),0,0,22,0,20,2,1,0,1,0,44,2,46
UTTAR PRADESH,CHEATING (SECTION 419 TO 420 IPC),10,0,14369,37,10419,75,5141,36,350,0,30289,148,30437
UTTARAKHAND,CHEATING (SECTION 419 TO 420 IPC),0,0,87,2,290,9,58,1,2,0,437,12,449
WEST BENGAL,CHEATING (SECTION 419 TO 420 IPC),1,0,1324,81,2143,106,1014,69,68,12,4550,268,4818
TOTAL (STATES),CHEATING (SECTION 419 TO 420 IPC),152,11,33922,1214,38813,2357,18837,1033,1974,172,93698,4787,98485
A & N ISLANDS,CHEATING (SECTION 419 TO 420 IPC),0,0,15,0,11,0,0,0,0,0,26,0,26
CHANDIGARH,CHEATING (SECTION 419 TO 420 IPC),1,0,52,2,127,0,58,0,6,0,244,2,246
D & N HAVELI,CHEATING (SECTION 419 TO 420 IPC),0,0,9,0,3,0,0,0,0,0,12,0,12
DAMAN & DIU,CHEATING (SECTION 419 TO 420 IPC),1,0,0,0,9,0,2,0,1,1,13,1,14
DELHI,CHEATING (SECTION 419 TO 420 IPC),19,2,694,51,715,57,192,7,15,2,1635,119,1754
LAKSHADWEEP,CHEATING (SECTION 419 TO 420 IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,CHEATING (SECTION 419 TO 420 IPC),0,0,20,4,29,11,16,1,7,1,72,17,89
TOTAL (UTs),CHEATING (SECTION 419 TO 420 IPC),21,2,790,57,894,68,268,8,29,4,2002,139,2141
TOTAL (ALL-INDIA),CHEATING (SECTION 419 TO 420 IPC),173,13,34712,1271,39707,2425,19105,1041,2003,176,95700,4926,100626
ANDHRA PRADESH,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),3,0,120,5,98,9,27,4,0,0,248,18,266
ARUNACHAL PRADESH,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,15,0,49,0,22,0,0,0,86,0,86
BIHAR,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,64,0,33,1,7,0,0,0,104,1,105
CHHATTISGARH,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,13,0,19,0,2,0,0,0,34,0,34
GOA,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,3,0,1,0,0,0,0,0,4,0,4
GUJARAT,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),4,0,59,1,50,3,16,0,0,0,129,4,133
HARYANA,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,11,0,17,0,7,0,0,0,35,0,35
HIMACHAL PRADESH,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,2,0,1,0,0,0,0,0,3,0,3
JAMMU & KASHMIR,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,32,0,33,0,4,0,0,0,69,0,69
JHARKHAND,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,18,0,7,1,2,0,0,0,27,1,28
KARNATAKA,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),7,0,30,0,37,2,7,0,1,0,82,2,84
KERALA,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,157,0,200,7,118,0,3,0,478,7,485
MADHYA PRADESH,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),2,0,41,0,10,0,2,0,0,0,55,0,55
MAHARASHTRA,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),9,1,169,11,58,4,11,0,2,1,249,17,266
MANIPUR,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,0,0,1,0,0,0,0,0,1,0,1
MEGHALAYA,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,8,0,3,0,0,0,0,0,11,0,11
MIZORAM,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,0,0,2,2,0,1,0,0,2,3,5
NAGALAND,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,1,0,2,3,1,0,0,0,4,3,7
ODISHA,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,10,0,14,0,0,0,0,0,24,0,24
PUNJAB,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,23,1,60,6,2,0,0,0,85,7,92
RAJASTHAN,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),1,0,25,0,35,2,1,0,0,0,62,2,64
SIKKIM,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,2,0,0,0,0,0,0,0,2,0,2
TAMIL NADU,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,33,0,48,1,14,0,2,0,97,1,98
TRIPURA,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,7,0,7,0,0,0,0,0,14,0,14
UTTAR PRADESH,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,119,0,79,0,1,0,0,0,199,0,199
UTTARAKHAND,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),1,0,8,1,14,1,1,0,0,0,24,2,26
WEST BENGAL,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),8,1,253,0,184,2,86,0,0,0,531,3,534
TOTAL (STATES),COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),35,2,1223,19,1062,44,331,5,8,1,2659,71,2730
A & N ISLANDS,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,0,0,2,0,0,0,0,0,2,0,2
D & N HAVELI,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,38,3,32,0,3,0,0,0,73,3,76
LAKSHADWEEP,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,2,0,2,0,1,0,1,0,6,0,6
TOTAL (UTs),COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),0,0,40,3,36,0,4,0,1,0,81,3,84
TOTAL (ALL-INDIA),COUNTERFEITING (SECTION 231-254 AND 489A TO 489D IPC),35,2,1263,22,1098,44,335,5,9,1,2740,74,2814
ANDHRA PRADESH,"ARSON (SECTION 435, 436, 438 IPC)",15,4,410,16,393,20,162,7,15,0,995,47,1042
ARUNACHAL PRADESH,"ARSON (SECTION 435, 436, 438 IPC)",0,0,15,0,8,0,0,0,0,0,23,0,23
ASSAM,"ARSON (SECTION 435, 436, 438 IPC)",11,0,354,0,399,2,59,0,0,0,823,2,825
BIHAR,"ARSON (SECTION 435, 436, 438 IPC)",1,0,788,20,613,24,265,12,13,0,1680,56,1736
CHHATTISGARH,"ARSON (SECTION 435, 436, 438 IPC)",10,0,135,2,78,4,26,3,6,0,255,9,264
GOA,"ARSON (SECTION 435, 436, 438 IPC)",0,0,14,0,21,0,1,0,2,0,38,0,38
GUJARAT,"ARSON (SECTION 435, 436, 438 IPC)",2,0,218,8,187,7,55,1,6,0,468,16,484
HARYANA,"ARSON (SECTION 435, 436, 438 IPC)",1,0,92,0,127,0,28,0,3,0,251,0,251
HIMACHAL PRADESH,"ARSON (SECTION 435, 436, 438 IPC)",0,0,20,0,48,4,14,2,3,0,85,6,91
JAMMU & KASHMIR,"ARSON (SECTION 435, 436, 438 IPC)",3,0,80,2,153,3,33,1,3,0,272,6,278
JHARKHAND,"ARSON (SECTION 435, 436, 438 IPC)",1,0,80,2,50,0,18,0,0,0,149,2,151
KARNATAKA,"ARSON (SECTION 435, 436, 438 IPC)",0,0,73,3,77,2,73,0,7,1,230,6,236
KERALA,"ARSON (SECTION 435, 436, 438 IPC)",0,0,174,0,230,2,59,0,1,0,464,2,466
MADHYA PRADESH,"ARSON (SECTION 435, 436, 438 IPC)",5,0,568,6,448,13,151,3,11,0,1183,22,1205
MAHARASHTRA,"ARSON (SECTION 435, 436, 438 IPC)",19,0,672,27,567,40,245,10,39,6,1542,83,1625
MANIPUR,"ARSON (SECTION 435, 436, 438 IPC)",0,0,5,0,3,0,1,0,0,0,9,0,9
MEGHALAYA,"ARSON (SECTION 435, 436, 438 IPC)",2,0,29,0,9,0,2,0,0,0,42,0,42
MIZORAM,"ARSON (SECTION 435, 436, 438 IPC)",0,0,4,0,4,0,2,0,1,0,11,0,11
NAGALAND,"ARSON (SECTION 435, 436, 438 IPC)",0,0,3,0,0,0,0,0,0,0,3,0,3
ODISHA,"ARSON (SECTION 435, 436, 438 IPC)",2,1,251,9,309,10,88,1,8,1,658,22,680
PUNJAB,"ARSON (SECTION 435, 436, 438 IPC)",0,0,32,2,54,1,11,1,0,0,97,4,101
RAJASTHAN,"ARSON (SECTION 435, 436, 438 IPC)",8,0,226,13,251,6,85,7,7,0,577,26,603
SIKKIM,"ARSON (SECTION 435, 436, 438 IPC)",0,0,0,0,5,0,0,0,0,0,5,0,5
TAMIL NADU,"ARSON (SECTION 435, 436, 438 IPC)",1,0,319,9,307,7,123,0,19,0,769,16,785
TRIPURA,"ARSON (SECTION 435, 436, 438 IPC)",0,0,22,0,18,0,6,0,0,0,46,0,46
UTTAR PRADESH,"ARSON (SECTION 435, 436, 438 IPC)",2,0,477,8,312,1,55,0,1,0,847,9,856
UTTARAKHAND,"ARSON (SECTION 435, 436, 438 IPC)",2,0,3,0,7,0,0,0,0,0,12,0,12
WEST BENGAL,"ARSON (SECTION 435, 436, 438 IPC)",0,3,233,10,256,3,88,3,1,0,578,19,597
TOTAL (STATES),"ARSON (SECTION 435, 436, 438 IPC)",85,8,5297,137,4934,149,1650,51,146,8,12112,353,12465
A & N ISLANDS,"ARSON (SECTION 435, 436, 438 IPC)",0,0,4,0,2,0,0,0,0,0,6,0,6
CHANDIGARH,"ARSON (SECTION 435, 436, 438 IPC)",0,0,3,0,2,0,0,0,0,0,5,0,5
D & N HAVELI,"ARSON (SECTION 435, 436, 438 IPC)",0,0,2,0,0,0,0,0,0,0,2,0,2
DAMAN & DIU,"ARSON (SECTION 435, 436, 438 IPC)",0,0,6,1,0,0,0,0,0,0,6,1,7
DELHI,"ARSON (SECTION 435, 436, 438 IPC)",2,0,35,0,10,0,0,0,0,0,47,0,47
LAKSHADWEEP,"ARSON (SECTION 435, 436, 438 IPC)",0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"ARSON (SECTION 435, 436, 438 IPC)",1,0,22,0,17,0,0,0,0,0,40,0,40
TOTAL (UTs),"ARSON (SECTION 435, 436, 438 IPC)",3,0,72,1,31,0,0,0,0,0,106,1,107
TOTAL (ALL-INDIA),"ARSON (SECTION 435, 436, 438 IPC)",88,8,5369,138,4965,149,1650,51,146,8,12218,354,12572
ANDHRA PRADESH,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",396,11,30510,2647,26496,2771,9417,1089,1436,111,68255,6629,74884
ARUNACHAL PRADESH,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",27,0,347,24,79,16,3,0,0,0,456,40,496
ASSAM,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",71,12,2672,74,3611,66,1127,11,151,0,7632,163,7795
BIHAR,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",671,119,33482,3141,28083,2464,11553,1029,1437,118,75226,6871,82097
CHHATTISGARH,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",523,32,8887,524,6037,527,2674,211,508,24,18629,1318,19947
GOA,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",1,0,142,3,147,14,54,9,10,1,354,27,381
GUJARAT,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",335,18,10017,673,7592,696,3173,301,360,41,21477,1729,23206
HARYANA,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",158,4,2950,119,2595,249,1104,84,239,11,7046,467,7513
HIMACHAL PRADESH,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",28,1,597,39,549,91,182,37,35,7,1391,175,1566
JAMMU & KASHMIR,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",2,0,230,28,259,50,78,15,12,4,581,97,678
JHARKHAND,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",26,4,4044,355,2641,251,1246,98,106,12,8063,720,8783
KARNATAKA,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",40,4,10687,1069,10495,1469,7444,888,1260,113,29926,3543,33469
KERALA,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",160,2,11361,330,10746,564,5440,216,787,28,28494,1140,29634
MADHYA PRADESH,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",809,50,31961,1751,23574,1596,10315,568,1672,73,68331,4038,72369
MAHARASHTRA,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",1314,66,26253,1590,16759,2120,7565,1061,1273,179,53164,5016,58180
MANIPUR,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",0,0,41,7,55,8,23,4,3,1,122,20,142
MEGHALAYA,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",0,0,64,1,49,2,11,0,0,0,124,3,127
MIZORAM,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",5,0,62,3,39,6,8,0,0,0,114,9,123
NAGALAND,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",0,0,12,0,7,0,1,0,1,0,21,0,21
ODISHA,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",88,5,4522,253,4231,309,1804,122,237,17,10882,706,11588
PUNJAB,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",26,3,3105,254,3202,310,1408,115,35,2,7776,684,8460
RAJASTHAN,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",313,22,13336,1094,9982,1043,4162,416,416,77,28209,2652,30861
SIKKIM,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",36,0,35,4,30,0,20,0,0,0,121,4,125
TAMIL NADU,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",228,1,13772,1028,12591,1284,5723,511,882,39,33196,2863,36059
TRIPURA,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",66,2,775,86,718,62,319,8,18,1,1896,159,2055
UTTAR PRADESH,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",19,0,18103,313,10388,360,5213,163,316,0,34039,836,34875
UTTARAKHAND,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",23,2,502,13,622,30,179,9,19,2,1345,56,1401
WEST BENGAL,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",64,13,6620,666,7898,1120,3647,267,456,51,18685,2117,20802
TOTAL (STATES),"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",5429,371,235089,16089,189475,17478,83893,7232,11669,912,525555,42082,567637
A & N ISLANDS,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",0,0,42,2,30,1,6,1,3,0,81,4,85
CHANDIGARH,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",2,0,42,1,18,1,2,0,0,0,64,2,66
D & N HAVELI,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",0,0,27,2,19,2,6,0,0,1,52,5,57
DAMAN & DIU,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",0,0,21,0,5,0,1,0,1,0,28,0,28
DELHI,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",110,3,1617,86,935,79,224,21,15,2,2901,191,3092
LAKSHADWEEP,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",0,0,2,0,2,0,1,0,0,0,5,0,5
PUDUCHERRY,"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",18,1,886,52,496,49,94,17,14,2,1508,121,1629
TOTAL (UTs),"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",130,4,2637,143,1505,132,334,39,33,5,4639,323,4962
TOTAL (ALL-INDIA),"HURT (SECTION 323, 324 TO 333, 335 TO 338 IPC)",5559,375,237726,16232,190980,17610,84227,7271,11702,917,530194,42405,572599
ANDHRA PRADESH,DOWRY DEATHS (SECTION 304B IPC),1,2,439,93,313,108,178,99,23,11,954,313,1267
ARUNACHAL PRADESH,DOWRY DEATHS (SECTION 304B IPC),0,0,0,0,2,0,0,0,0,0,2,0,2
ASSAM,DOWRY DEATHS (SECTION 304B IPC),0,0,40,5,108,8,49,3,2,0,199,16,215
BIHAR,DOWRY DEATHS (SECTION 304B IPC),3,13,1462,209,1125,243,525,301,82,31,3197,797,3994
CHHATTISGARH,DOWRY DEATHS (SECTION 304B IPC),0,1,107,9,41,16,17,17,2,1,167,44,211
GOA,DOWRY DEATHS (SECTION 304B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,DOWRY DEATHS (SECTION 304B IPC),0,0,16,3,12,1,3,3,0,0,31,7,38
HARYANA,DOWRY DEATHS (SECTION 304B IPC),1,1,157,15,130,40,71,50,12,4,371,110,481
HIMACHAL PRADESH,DOWRY DEATHS (SECTION 304B IPC),0,0,1,0,0,1,0,1,1,0,2,2,4
JAMMU & KASHMIR,DOWRY DEATHS (SECTION 304B IPC),0,0,8,2,7,3,1,2,0,0,16,7,23
JHARKHAND,DOWRY DEATHS (SECTION 304B IPC),0,0,228,24,124,34,16,6,6,6,374,70,444
KARNATAKA,DOWRY DEATHS (SECTION 304B IPC),1,0,151,22,140,55,85,63,14,8,391,148,539
KERALA,DOWRY DEATHS (SECTION 304B IPC),0,0,9,0,20,1,3,4,0,1,32,6,38
MADHYA PRADESH,DOWRY DEATHS (SECTION 304B IPC),22,3,709,172,530,239,229,153,61,24,1551,591,2142
MAHARASHTRA,DOWRY DEATHS (SECTION 304B IPC),1,5,332,112,297,127,142,77,31,17,803,338,1141
MANIPUR,DOWRY DEATHS (SECTION 304B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,DOWRY DEATHS (SECTION 304B IPC),0,0,0,0,2,1,0,1,0,0,2,2,4
MIZORAM,DOWRY DEATHS (SECTION 304B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,DOWRY DEATHS (SECTION 304B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,DOWRY DEATHS (SECTION 304B IPC),0,0,268,64,304,94,107,46,13,7,692,211,903
PUNJAB,DOWRY DEATHS (SECTION 304B IPC),0,0,81,23,74,34,44,17,0,1,199,75,274
RAJASTHAN,DOWRY DEATHS (SECTION 304B IPC),1,1,291,15,170,33,56,48,9,7,527,104,631
SIKKIM,DOWRY DEATHS (SECTION 304B IPC),0,0,2,0,3,2,1,1,0,0,6,3,9
TAMIL NADU,DOWRY DEATHS (SECTION 304B IPC),0,0,86,13,81,28,39,25,4,2,210,68,278
TRIPURA,DOWRY DEATHS (SECTION 304B IPC),0,0,25,4,44,9,1,2,2,0,72,15,87
