state_ut,district,year,murder,rape,kidnapping_and_abduction,foeticide,abetment_of_suicide,exposure_and_abandonment,procuration_of_minor_girls,buying_of_girls_for_prostitution,selling_of_girls_for_prostitution,prohibition_of_child_marriage_act,other_crimes,total
HARYANA,BHIWANI,2007,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,FARIDABAD,2007,0,0,0,0,0,0,0,0,0,0,12,12
HARYANA,FATEHABAD,2007,3,0,3,0,0,0,0,0,0,1,4,11
HARYANA,GRP,2007,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,GURGAON,2007,4,27,46,0,0,0,0,0,0,2,8,87
HARYANA,HISSAR,2007,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,JHAJJAR,2007,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,JIND,2007,0,9,14,0,0,0,0,0,0,0,0,23
HARYANA,KAITHAL,2007,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,KARNAL,2007,4,33,14,0,1,4,0,0,0,0,26,82
HARYANA,KURUKSHETRA,2007,2,5,0,4,0,0,0,0,0,0,0,11
HARYANA,MAHENDRAGARH,2007,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,MEWAT,2007,5,19,11,0,0,1,0,0,0,0,0,36
HARYANA,PALWAL,2007,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PANCHKULA,2007,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PANIPAT,2007,0,21,8,0,0,1,0,0,0,0,4,34
HARYANA,REWARI,2007,2,8,11,0,0,6,0,0,0,0,1,28
HARYANA,ROHTAK,2007,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,SIRSA,2007,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,SONIPAT,2007,0,0,0,0,0,0,0,0,0,1,0,1
HARYANA,YAMUNANAGAR,2007,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,TOTAL,2007,20,122,107,4,1,12,0,0,0,4,55,325
HIMACHAL PRADESH,BILASPUR,2007,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,CHAMBA,2007,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,G.R.P.,2007,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2007,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KANGRA,2007,1,9,17,0,0,2,0,0,0,0,9,38
HIMACHAL PRADESH,KINNAUR,2007,0,3,0,0,0,0,0,0,0,0,0,3
HIMACHAL PRADESH,KULLU,2007,0,12,6,0,0,0,0,0,0,1,5,24
HIMACHAL PRADESH,LAHAUL-SPITI,2007,0,1,0,0,0,0,0,0,0,0,1,2
HIMACHAL PRADESH,MANDI,2007,0,2,0,0,0,0,0,0,0,0,0,2
HIMACHAL PRADESH,SHIMLA,2007,1,9,19,0,0,4,0,0,0,0,3,36
HIMACHAL PRADESH,SIRMAUR,2007,1,3,6,1,0,0,0,0,0,0,8,19
HIMACHAL PRADESH,SOLAN,2007,1,3,7,0,0,0,2,0,0,0,0,13
HIMACHAL PRADESH,UNA,2007,2,6,6,0,0,0,0,0,0,0,0,14
HIMACHAL PRADESH,TOTAL,2007,6,48,61,1,0,6,2,0,0,1,26,151
JAMMU & KASHMIR,ANANTNAG,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,AWANTIPORA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BORDER DISTRICT,2007,0,1,0,0,0,0,0,0,0,0,1,2
JAMMU & KASHMIR,BUDGAM,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME JAMMU,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,GANDERBAL,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,HANDWARA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,JAMMU,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KARGIL,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,2007,0,9,8,0,0,0,0,0,0,0,4,21
JAMMU & KASHMIR,KULGAM,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KUPWARA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,LEH,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,POONCH,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAILWAYS,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAMBAN,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,REASI,2007,0,2,0,0,0,1,0,0,0,0,0,3
JAMMU & KASHMIR,SRINAGAR,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,UDHAMPUR,2007,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,TOTAL,2007,0,12,8,0,0,1,0,0,0,0,5,26
JHARKHAND,BOKARO,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,CHAIBASA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,CHATRA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DEOGHAR,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DHANBAD,2007,0,2,4,0,0,0,0,0,0,0,6,12
JHARKHAND,DHANBAD RLY.,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DUMKA,2007,1,0,0,0,0,0,1,0,0,0,1,3
JHARKHAND,GARHWA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GIRIDIH,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GODDA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GUMLA,2007,0,19,2,0,0,0,23,0,0,0,5,49
JHARKHAND,HAZARIBAGH,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMSHEDPUR,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMSHEDPUR RLY.,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMTARA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,KHUNTI,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,KODERMA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,LATEHAR,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,LOHARDAGGA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,PAKUR,2007,0,1,0,0,0,0,1,0,0,0,0,2
JHARKHAND,PALAMU,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,RAMGARH,2007,1,0,1,0,0,0,0,0,0,0,0,2
JHARKHAND,RANCHI,2007,1,1,0,0,0,0,0,0,0,4,0,6
JHARKHAND,SAHEBGANJ,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,SARAIKELA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,SIMDEGA,2007,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,TOTAL,2007,3,23,7,0,0,0,25,0,0,4,12,74
KARNATAKA,BAGALKOT,2007,4,0,1,0,0,0,0,0,0,0,0,5
KARNATAKA,BANGALORE COMMR.,2007,1,0,2,0,0,0,0,0,0,1,0,4
KARNATAKA,BANGALORE RURAL,2007,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BELGAUM,2007,10,9,17,0,0,8,3,0,0,1,0,48
KARNATAKA,BELLARY,2007,1,4,0,0,0,0,0,0,0,0,0,5
KARNATAKA,BIDAR,2007,1,2,0,0,0,9,0,0,0,0,0,12
KARNATAKA,BIJAPUR,2007,3,9,5,0,0,0,0,0,0,0,0,17
KARNATAKA,CHAMARAJNAGAR,2007,0,0,0,0,0,0,0,0,0,0,1,1
KARNATAKA,CHICKMAGALUR,2007,4,4,0,0,0,0,0,0,0,0,2,10
KARNATAKA,CHITRADURGA,2007,1,4,0,0,0,0,0,0,0,0,0,5
KARNATAKA,DAKSHIN KANNADA,2007,1,5,4,2,0,3,0,0,0,0,8,23
KARNATAKA,DAVANAGERE,2007,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,DHARWAD COMMR.,2007,3,2,4,5,0,0,0,0,0,0,0,14
KARNATAKA,DHARWAD RURAL,2007,1,0,0,0,0,0,0,0,0,0,0,1
KARNATAKA,GADAG,2007,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,GULBARGA,2007,0,0,0,0,0,0,0,0,0,2,0,2
KARNATAKA,HASSAN,2007,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,HAVERI,2007,2,2,2,0,0,0,0,0,0,0,0,6
KARNATAKA,K.G.F.,2007,0,0,1,0,0,0,0,0,0,0,0,1
KARNATAKA,KODAGU,2007,0,3,0,0,0,1,0,0,0,0,7,11
KARNATAKA,KOLAR,2007,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,KOPPAL,2007,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MANDYA,2007,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MYSORE COMMR.,2007,2,10,8,0,0,0,0,0,0,0,0,20
KARNATAKA,MYSORE RURAL,2007,12,6,0,0,0,0,0,0,0,0,0,18
KARNATAKA,RAICHUR,2007,3,8,10,0,0,0,0,0,0,0,1,22
KARNATAKA,RAILWAYS,2007,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,SHIMOGA,2007,2,12,8,0,0,3,5,0,0,0,0,30
KARNATAKA,TUMKUR,2007,2,0,0,0,0,0,0,0,0,0,2,4
KARNATAKA,UDUPI,2007,0,4,0,0,0,1,0,0,0,0,2,7
KARNATAKA,UTTAR KANNADA,2007,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,TOTAL,2007,53,84,62,7,0,25,8,0,0,4,23,266
KERALA,ALAPUZHA,2007,0,6,6,0,0,0,0,0,0,0,2,14
KERALA,CBCID,2007,0,1,0,0,0,0,0,0,0,0,0,1
KERALA,ERNAKULAM COMMR.,2007,0,8,0,0,0,0,0,0,0,0,6,14
KERALA,ERNAKULAM RURAL,2007,3,5,4,0,0,0,0,0,0,0,10,22
KERALA,IDUKKI,2007,4,9,5,0,0,0,0,0,0,0,7,25
KERALA,KANNUR,2007,1,7,4,0,0,0,2,0,0,1,13,28
KERALA,KASARGOD,2007,3,5,1,0,0,1,0,0,0,0,17,27
KERALA,KOLLAM,2007,6,25,15,0,0,2,0,0,0,0,21,69
KERALA,KOTTAYAM,2007,2,11,3,0,0,0,2,0,0,0,8,26
KERALA,KOZHIKODE COMMR.,2007,0,3,1,0,0,0,0,0,0,0,7,11
KERALA,KOZHIKODE RURAL,2007,1,9,5,0,0,1,0,0,0,0,20,36
KERALA,MALAPPURAM,2007,5,5,0,0,0,0,0,0,0,0,0,10
KERALA,PALAKKAD,2007,6,9,0,0,0,0,1,0,0,0,0,16
KERALA,PATHANAMTHITTA,2007,2,8,9,0,0,1,3,0,0,0,1,24
KERALA,RAILWAYS,2007,0,0,1,0,0,0,0,0,0,0,1,2
KERALA,THRISSUR,2007,4,19,6,0,0,0,0,0,0,0,18,47
KERALA,TRIVANDRUM COMMR.,2007,0,8,6,0,0,1,4,0,0,0,14,33
KERALA,TRIVANDRUM RURAL,2007,0,37,7,0,1,0,8,0,0,0,5,58
KERALA,WAYANADU,2007,1,8,0,0,0,0,2,0,0,0,13,24
KERALA,TOTAL,2007,38,183,73,0,1,6,22,0,0,1,163,487
MADHYA PRADESH,ANUPPUR,2007,0,28,6,1,0,1,0,0,0,0,0,36
MADHYA PRADESH,ASHOK NAGAR,2007,1,27,4,0,0,2,0,0,0,0,49,83
MADHYA PRADESH,BALAGHAT,2007,8,28,5,0,0,0,0,0,0,0,83,124
MADHYA PRADESH,BARWANI,2007,1,28,5,0,0,0,0,0,0,0,36,70
MADHYA PRADESH,BETUL,2007,6,85,13,0,0,5,0,0,0,0,118,227
MADHYA PRADESH,BHIND,2007,2,11,7,0,0,2,0,0,0,0,66,88
MADHYA PRADESH,BHOPAL,2007,9,63,27,0,0,22,0,0,1,0,0,122
MADHYA PRADESH,BHOPAL RLY.,2007,0,0,0,0,0,12,0,0,0,0,9,21
MADHYA PRADESH,BURHANPUR,2007,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,CHHATARPUR,2007,1,23,10,0,1,0,0,0,0,0,131,166
MADHYA PRADESH,CHHINDWARA,2007,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,DAMOH,2007,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,DATIYA,2007,4,6,10,0,0,1,0,0,0,0,55,76
MADHYA PRADESH,DEWAS,2007,1,22,5,0,0,1,0,0,0,0,16,45
MADHYA PRADESH,DHAR,2007,0,1,0,0,0,0,0,0,0,1,0,2
MADHYA PRADESH,DINDORI,2007,2,15,0,0,0,0,0,0,0,0,13,30
MADHYA PRADESH,GUNA,2007,0,30,0,0,0,5,0,0,0,0,119,154
MADHYA PRADESH,GWALIOR,2007,12,26,47,1,0,17,0,0,1,0,13,117
MADHYA PRADESH,HARDA,2007,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,2007,2,20,4,0,0,0,0,0,0,0,72,98
MADHYA PRADESH,INDORE,2007,14,8,3,0,0,0,0,0,0,0,550,575
MADHYA PRADESH,INDORE RLY.,2007,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR,2007,0,0,0,5,0,0,0,0,0,0,1,6
MADHYA PRADESH,JABALPUR RLY.,2007,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JHABUA,2007,2,17,2,0,0,0,0,0,0,0,60,81
MADHYA PRADESH,KATNI,2007,5,17,5,0,0,0,0,0,0,0,49,76
MADHYA PRADESH,KHANDWA,2007,3,43,10,0,0,0,0,0,0,0,127,183
MADHYA PRADESH,KHARGON,2007,0,31,6,0,0,7,0,0,0,0,8,52
MADHYA PRADESH,MANDLA,2007,2,24,0,0,0,0,0,0,0,0,0,26
MADHYA PRADESH,MANDSAUR,2007,2,17,13,0,0,0,0,0,0,0,7,39
MADHYA PRADESH,MORENA,2007,1,7,6,0,0,6,0,0,0,0,16,36
MADHYA PRADESH,NARSINGHPUR,2007,2,24,3,0,2,5,0,0,0,0,41,77
MADHYA PRADESH,NEEMUCH,2007,0,13,5,0,0,0,0,0,0,0,31,49
MADHYA PRADESH,PANNA,2007,2,18,6,0,0,0,0,0,0,0,9,35
MADHYA PRADESH,RAISEN,2007,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,RAJGARH,2007,1,24,6,0,0,0,0,0,0,0,165,196
MADHYA PRADESH,RATLAM,2007,2,35,4,0,0,11,0,0,0,2,29,83
MADHYA PRADESH,REWA,2007,3,26,7,0,0,10,0,0,0,0,61,107
MADHYA PRADESH,SAGAR,2007,2,48,3,0,0,0,0,0,0,0,96,149
MADHYA PRADESH,SATNA,2007,9,45,0,0,0,19,16,0,0,0,64,153
MADHYA PRADESH,SEONI,2007,7,8,1,0,0,0,0,0,0,0,30,46
MADHYA PRADESH,SHAHDOL,2007,2,20,6,0,1,0,0,0,0,1,69,99
MADHYA PRADESH,SHAJAPUR,2007,5,23,9,1,0,3,0,0,0,0,87,128
MADHYA PRADESH,SHEOPUR,2007,0,7,0,0,0,0,0,0,0,0,4,11
MADHYA PRADESH,SHIVPURI,2007,5,36,0,0,0,0,0,0,0,0,0,41
MADHYA PRADESH,SIDHI,2007,10,31,26,1,0,6,0,0,0,1,32,107
MADHYA PRADESH,SIHORE,2007,0,21,4,0,0,0,0,0,0,0,64,89
MADHYA PRADESH,TIKAMGARH,2007,5,23,4,0,0,6,0,0,0,0,128,166
MADHYA PRADESH,UJJAIN,2007,24,10,0,0,0,0,0,0,0,0,10,44
MADHYA PRADESH,UMARIYA,2007,0,21,1,0,0,0,0,0,0,0,26,48
MADHYA PRADESH,VIDISHA,2007,3,33,10,1,1,0,0,0,0,0,81,129
MADHYA PRADESH,TOTAL,2007,160,1043,283,10,5,141,16,0,2,5,2625,4290
MAHARASHTRA,AHMEDNAGAR,2007,15,11,0,0,0,0,0,0,0,0,0,26
MAHARASHTRA,AKOLA,2007,5,7,16,0,0,16,0,0,0,0,39,83
MAHARASHTRA,AMRAVATI COMMR.,2007,2,2,9,0,2,2,0,0,0,0,16,33
MAHARASHTRA,AMRAVATI RURAL,2007,5,40,22,0,0,0,0,0,0,0,3,70
MAHARASHTRA,AURANGABAD COMMR.,2007,1,10,23,0,0,13,0,0,0,0,0,47
MAHARASHTRA,AURANGABAD RURAL,2007,7,4,3,0,0,0,0,0,0,0,19,33
MAHARASHTRA,BEED,2007,8,12,15,0,0,0,0,0,0,0,8,43
MAHARASHTRA,BHANDARA,2007,2,8,5,0,1,0,0,0,0,0,21,37
MAHARASHTRA,BULDHANA,2007,5,23,16,0,0,14,0,0,0,0,6,64
MAHARASHTRA,CHANDRAPUR,2007,3,26,21,0,0,5,0,0,0,1,47,103
MAHARASHTRA,DHULE,2007,3,4,4,0,0,0,0,0,0,0,7,18
MAHARASHTRA,GADCHIROLI,2007,1,9,4,0,0,0,0,0,0,0,22,36
MAHARASHTRA,GONDIA,2007,2,3,1,0,0,0,0,0,0,0,10,16
MAHARASHTRA,HINGOLI,2007,1,2,1,0,0,2,0,0,0,0,3,9
MAHARASHTRA,JALGAON,2007,6,9,9,0,0,19,0,0,0,0,1,44
MAHARASHTRA,JALNA,2007,4,5,9,0,0,2,0,0,0,0,21,41
MAHARASHTRA,KOLHAPUR,2007,13,11,7,0,0,0,0,0,0,0,37,68
MAHARASHTRA,LATUR,2007,2,1,0,0,0,0,0,0,0,0,7,10
MAHARASHTRA,MUMBAI COMMR.,2007,8,65,73,0,1,23,5,0,0,0,103,278
MAHARASHTRA,MUMBAI RLY.,2007,0,1,0,0,0,7,0,0,0,0,1,9
MAHARASHTRA,NAGPUR COMMR.,2007,11,37,47,0,0,15,0,0,0,2,52,164
MAHARASHTRA,NAGPUR RLY.,2007,1,0,1,0,0,7,0,0,0,0,0,9
MAHARASHTRA,NAGPUR RURAL,2007,5,17,15,0,0,0,0,0,0,0,14,51
MAHARASHTRA,NANDED,2007,3,10,16,0,0,14,0,0,0,1,64,108
MAHARASHTRA,NANDURBAR,2007,5,10,0,0,0,2,0,0,0,0,0,17
MAHARASHTRA,NASIK COMMR.,2007,4,3,14,0,0,17,0,0,0,0,3,41
MAHARASHTRA,NASIK RURAL,2007,6,23,3,0,0,16,5,0,0,0,13,66
MAHARASHTRA,NAVI MUMBAI,2007,1,11,6,0,0,5,0,0,0,0,35,58
MAHARASHTRA,OSMANABAD,2007,8,15,19,0,3,5,0,0,0,0,36,86
MAHARASHTRA,PARBHANI,2007,6,9,8,0,0,4,2,0,0,0,5,34
MAHARASHTRA,PUNE COMMR.,2007,12,42,37,0,0,6,0,31,0,1,202,331
MAHARASHTRA,PUNE RLY.,2007,0,0,0,0,0,7,0,0,0,0,0,7
MAHARASHTRA,PUNE RURAL,2007,9,22,19,0,0,11,0,0,0,0,37,98
MAHARASHTRA,RAIGAD,2007,3,14,9,0,0,0,0,0,0,0,7,33
MAHARASHTRA,RATNAGIRI,2007,0,7,3,0,0,1,0,0,0,0,13,24
MAHARASHTRA,SANGLI,2007,12,17,7,0,1,14,0,0,0,1,9,61
MAHARASHTRA,SATARA,2007,7,31,18,0,0,11,0,0,0,0,28,95
MAHARASHTRA,SINDHUDURG,2007,1,1,2,0,0,1,0,0,0,0,0,5
MAHARASHTRA,SOLAPUR COMMR.,2007,2,4,12,0,0,5,0,0,0,0,2,25
MAHARASHTRA,SOLAPUR RURAL,2007,6,1,1,0,0,18,0,0,0,0,4,30
MAHARASHTRA,THANE COMMR.,2007,5,45,73,0,0,26,1,0,0,1,23,174
MAHARASHTRA,THANE RURAL,2007,2,0,0,1,0,1,0,0,0,0,0,4
MAHARASHTRA,WARDHA,2007,5,12,7,0,0,0,0,0,0,0,3,27
MAHARASHTRA,WASHIM,2007,1,6,8,0,0,2,0,0,0,0,11,28
MAHARASHTRA,YAVATMAL,2007,5,25,27,0,0,6,0,0,0,0,0,63
MAHARASHTRA,TOTAL,2007,213,615,590,1,8,297,13,31,0,7,932,2707
MANIPUR,BISHNUPUR,2007,0,1,4,0,0,0,0,0,0,0,0,5
MANIPUR,CHANDEL,2007,0,0,1,0,0,0,0,0,0,0,0,1
MANIPUR,CHURACHANDPUR,2007,0,0,2,0,0,0,0,0,0,0,0,2
MANIPUR,IMPHAL EAST,2007,2,0,10,0,0,0,0,0,0,0,0,12
MANIPUR,IMPHAL WEST,2007,1,1,14,0,0,0,0,0,0,0,0,16
MANIPUR,SENAPATI,2007,0,0,2,0,0,0,0,0,0,0,0,2
MANIPUR,TAMENGLONG,2007,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,THOUBAL,2007,0,2,8,0,0,0,0,0,0,0,0,10
MANIPUR,UKHRUL,2007,0,0,1,0,0,0,0,0,0,0,0,1
MANIPUR,TOTAL,2007,3,4,42,0,0,0,0,0,0,0,0,49
MEGHALAYA,GARO HILLS EAST,2007,0,4,0,0,0,0,0,0,0,0,0,4
MEGHALAYA,GARO HILLS SOUTH,2007,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,GARO HILLS WEST,2007,0,1,3,0,0,0,0,0,0,0,0,4
MEGHALAYA,JAINTIA HILLS,2007,10,13,0,0,0,0,0,0,0,0,0,23
MEGHALAYA,KHASI HILLS EAST,2007,0,14,5,0,0,0,8,0,0,1,0,28
MEGHALAYA,KHASI HILLS WEST,2007,1,2,0,0,0,0,0,0,0,0,0,3
MEGHALAYA,RI-BHOI,2007,1,7,1,0,0,0,0,0,0,0,0,9
MEGHALAYA,TOTAL,2007,12,41,9,0,0,0,8,0,0,1,0,71
MIZORAM,AIZAWL,2007,1,28,0,0,0,0,0,0,0,0,1,30
MIZORAM,CHAMPHAI,2007,0,8,0,0,0,0,0,0,0,0,0,8
MIZORAM,KOLASIB,2007,0,7,0,0,0,0,0,0,0,0,0,7
MIZORAM,LAWNGTLAI,2007,0,3,0,0,0,0,0,0,0,0,0,3
MIZORAM,LUNGLEI,2007,0,6,0,0,0,0,0,0,0,0,0,6
MIZORAM,MAMIT,2007,0,1,0,0,0,0,0,0,0,0,0,1
MIZORAM,SAIHA,2007,2,2,0,0,0,0,0,0,0,0,0,4
MIZORAM,SERCHHIP,2007,0,5,0,0,0,0,0,0,0,0,0,5
MIZORAM,TOTAL,2007,3,60,0,0,0,0,0,0,0,0,1,64
NAGALAND,DIMAPUR,2007,2,1,2,0,0,0,0,0,0,0,0,5
NAGALAND,KIPHIRE,2007,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,KOHIMA,2007,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,LONGLENG,2007,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,MOKOKCHUNG,2007,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,MON,2007,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,PEREN,2007,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,PHEK,2007,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,TUENSANG,2007,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,WOKHA,2007,1,1,0,0,0,0,0,0,0,0,0,2
NAGALAND,ZUNHEBOTO,2007,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,TOTAL,2007,3,2,2,0,0,0,0,0,0,0,0,7
ODISHA,ANGUL,2007,0,0,9,0,0,0,0,0,0,0,5,14
ODISHA,BALASORE,2007,0,5,6,0,0,0,0,0,0,0,0,11
ODISHA,BARAGARH,2007,2,1,0,0,0,0,0,0,0,0,0,3
ODISHA,BERHAMPUR,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,BHADRAK,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,BOLANGIR,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,BOUDH,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,CUTTACK,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,DEOGARH,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,DHENKANAL,2007,1,8,3,0,0,0,0,0,0,0,0,12
ODISHA,GAJAPATI,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,GANJAM,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,JAGATSINGHPUR,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,JAJPUR,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,JHARSUGUDA,2007,0,6,0,0,0,0,0,0,0,0,0,6
ODISHA,KALAHANDI,2007,0,18,0,0,0,0,0,0,0,0,0,18
ODISHA,KANDHAMAL,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,KENDRAPARA,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,KEONJHAR,2007,0,7,0,0,0,0,0,0,0,0,0,7
ODISHA,KHURDA,2007,0,0,3,0,0,0,0,0,0,0,0,3
ODISHA,KORAPUT,2007,0,7,1,0,0,0,0,0,0,0,0,8
ODISHA,MALKANGIR,2007,0,0,1,0,0,0,0,0,0,0,0,1
ODISHA,MAYURBHANJ,2007,5,8,2,0,0,0,0,0,0,1,15,31
ODISHA,NAYAGARH,2007,0,0,0,5,0,0,0,0,0,0,0,5
ODISHA,NOWRANGPUR,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,NUAPADA,2007,0,0,0,0,0,0,0,0,0,0,13,13
ODISHA,PURI,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,RAYAGADA,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,ROURKELA,2007,0,2,0,0,0,0,0,0,0,0,4,6
ODISHA,SAMBALPUR,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,SONEPUR,2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,SRP(CUTTACK),2007,0,0,1,0,0,0,0,0,0,0,0,1
ODISHA,SRP(ROURKELA),2007,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,SUNDARGARH,2007,22,30,10,0,0,0,0,0,0,0,0,62
ODISHA,TOTAL,2007,30,92,36,5,0,0,0,0,0,1,37,201
PUNJAB,AMRITSAR,2007,3,6,22,10,0,0,0,0,0,1,2,44
PUNJAB,AMRITSAR RURAL,2007,3,2,20,1,0,0,0,0,0,0,0,26
PUNJAB,BARNALA,2007,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,BATALA,2007,1,8,8,2,0,0,0,0,0,0,0,19
PUNJAB,BHATINDA,2007,1,0,0,3,0,0,0,0,0,0,5,9
PUNJAB,FARIDKOT,2007,0,0,0,0,0,0,0,0,0,0,0,0
