area_name,year,group_name,sub_group_name,trial_of_violent_crimes_by_courts_by_confession,trial_of_violent_crimes_by_courts_by_trial,trial_of_violent_crimes_by_courts_total
West Bengal,2006,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,624,624
Andhra Pradesh,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,5,5
Arunachal Pradesh,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Assam,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,3,11,14
Bihar,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,103,103
Chandigarh,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,1,1
Chhattisgarh,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,4,14,18
Daman & Diu,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,,
Delhi,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,120,120
Gujarat,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,6,6
Haryana,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,179,179
Himachal Pradesh,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Jammu & Kashmir,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Jharkhand,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,40,40
Karnataka,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,129,129
Kerala,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,129,129
Madhya Pradesh,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,146,146
Maharashtra,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,137,137
Manipur,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Meghalaya,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Mizoram,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Nagaland,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Odisha,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,22,22
Punjab,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,60,60
Rajasthan,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,58,58
Tamil Nadu,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,18,18
Uttar Pradesh,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,102,102
Uttarakhand,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,7,7
West Bengal,2007,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,4,437,441
Andhra Pradesh,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,7,7
Arunachal Pradesh,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Assam,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,1,11,12
Bihar,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,72,72
Chandigarh,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,2,2
Chhattisgarh,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,3,9,12
Delhi,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,74,74
Gujarat,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,4,4
Haryana,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,229,229
Himachal Pradesh,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Jammu & Kashmir,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Jharkhand,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,3,20,23
Karnataka,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,4,113,117
Kerala,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,99,99
Madhya Pradesh,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,87,87
Maharashtra,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,2,193,195
Manipur,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Meghalaya,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Mizoram,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Nagaland,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Odisha,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,31,31
Punjab,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,79,79
Rajasthan,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,67,67
Tamil Nadu,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,15,15
Tripura,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,2,2
Uttar Pradesh,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,94,94
Uttarakhand,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,6,6
West Bengal,2008,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,435,435
Andhra Pradesh,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,5,5
Arunachal Pradesh,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Assam,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,6,6
Bihar,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,84,84
Chandigarh,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,2,2
Chhattisgarh,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,7,7,14
Delhi,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,101,101
Gujarat,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,3,3
Haryana,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,225,225
Himachal Pradesh,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,1,1
Jammu & Kashmir,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Jharkhand,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,29,29
Karnataka,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,12,130,142
Kerala,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,167,167
Madhya Pradesh,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,109,109
Maharashtra,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,157,157
Manipur,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Meghalaya,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Odisha,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,25,25
Puducherry,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,1,1
Punjab,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,106,106
Tamil Nadu,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,31,31
Tripura,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,3,3
Uttar Pradesh,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,90,90
Uttarakhand,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,1,1
West Bengal,2009,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,2,257,259
Andhra Pradesh,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,5,5
Arunachal Pradesh,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Assam,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,5,5
Bihar,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,85,85
Chandigarh,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,5,5
Chhattisgarh,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,3,3,6
Delhi,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,148,148
Gujarat,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,4,4
Haryana,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,238,238
Himachal Pradesh,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Jammu & Kashmir,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Jharkhand,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,32,32
Karnataka,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,8,229,237
Kerala,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,170,170
Madhya Pradesh,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,119,119
Maharashtra,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,1,138,139
Manipur,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Meghalaya,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Mizoram,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Nagaland,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,0,0
Odisha,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,48,48
Puducherry,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,1,1
Punjab,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,109,109
Rajasthan,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,43,43
Tamil Nadu,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,45,45
Tripura,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,1,1
Uttar Pradesh,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,95,95
Uttarakhand,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,,8,8
West Bengal,2010,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0,227,227
Andaman & Nicobar Islands,2001,TVC- Rape,04. Rape,,5,5
Andhra Pradesh,2001,TVC- Rape,04. Rape,0,928,928
Arunachal Pradesh,2001,TVC- Rape,04. Rape,0,3,3
Assam,2001,TVC- Rape,04. Rape,17,418,435
Bihar,2001,TVC- Rape,04. Rape,0,561,561
Chandigarh,2001,TVC- Rape,04. Rape,0,11,11
Chhattisgarh,2001,TVC- Rape,04. Rape,157,521,678
Dadra & Nagar Haveli,2001,TVC- Rape,04. Rape,,1,1
Delhi,2001,TVC- Rape,04. Rape,23,86,109
Goa,2001,TVC- Rape,04. Rape,,20,20
Gujarat,2001,TVC- Rape,04. Rape,8,168,176
Haryana,2001,TVC- Rape,04. Rape,6,379,385
Himachal Pradesh,2001,TVC- Rape,04. Rape,0,105,105
Jammu & Kashmir,2001,TVC- Rape,04. Rape,0,105,105
Jharkhand,2001,TVC- Rape,04. Rape,15,320,335
Karnataka,2001,TVC- Rape,04. Rape,3,192,195
Kerala,2001,TVC- Rape,04. Rape,3,140,143
Madhya Pradesh,2001,TVC- Rape,04. Rape,,2641,2641
Maharashtra,2001,TVC- Rape,04. Rape,2,850,852
Manipur,2001,TVC- Rape,04. Rape,,1,1
Meghalaya,2001,TVC- Rape,04. Rape,0,11,11
Mizoram,2001,TVC- Rape,04. Rape,4,38,42
Nagaland,2001,TVC- Rape,04. Rape,2,2,4
Odisha,2001,TVC- Rape,04. Rape,0,525,525
Punjab,2001,TVC- Rape,04. Rape,,252,252
Rajasthan,2001,TVC- Rape,04. Rape,,966,966
Sikkim,2001,TVC- Rape,04. Rape,1,2,3
Tamil Nadu,2001,TVC- Rape,04. Rape,12,232,244
Tripura,2001,TVC- Rape,04. Rape,,51,51
Uttar Pradesh,2001,TVC- Rape,04. Rape,4,1315,1319
Uttarakhand,2001,TVC- Rape,04. Rape,2,62,64
West Bengal,2001,TVC- Rape,04. Rape,1,561,562
Andaman & Nicobar Islands,2002,TVC- Rape,04. Rape,0,3,3
Andhra Pradesh,2002,TVC- Rape,04. Rape,0,770,770
Arunachal Pradesh,2002,TVC- Rape,04. Rape,,3,3
Assam,2002,TVC- Rape,04. Rape,5,341,346
Bihar,2002,TVC- Rape,04. Rape,3,496,499
Chandigarh,2002,TVC- Rape,04. Rape,0,6,6
Chhattisgarh,2002,TVC- Rape,04. Rape,586,1080,1666
Dadra & Nagar Haveli,2002,TVC- Rape,04. Rape,,14,14
Daman & Diu,2002,TVC- Rape,04. Rape,0,0,0
Delhi,2002,TVC- Rape,04. Rape,0,442,442
Goa,2002,TVC- Rape,04. Rape,,14,14
Gujarat,2002,TVC- Rape,04. Rape,3,220,223
Haryana,2002,TVC- Rape,04. Rape,0,380,380
Himachal Pradesh,2002,TVC- Rape,04. Rape,4,104,108
Jammu & Kashmir,2002,TVC- Rape,04. Rape,0,136,136
Jharkhand,2002,TVC- Rape,04. Rape,7,563,570
Karnataka,2002,TVC- Rape,04. Rape,0,225,225
Kerala,2002,TVC- Rape,04. Rape,0,170,170
Lakshadweep,2002,TVC- Rape,04. Rape,0,1,1
Madhya Pradesh,2002,TVC- Rape,04. Rape,0,2385,2385
Maharashtra,2002,TVC- Rape,04. Rape,3,1171,1174
Meghalaya,2002,TVC- Rape,04. Rape,0,2,2
Mizoram,2002,TVC- Rape,04. Rape,10,22,32
Nagaland,2002,TVC- Rape,04. Rape,0,7,7
Odisha,2002,TVC- Rape,04. Rape,0,473,473
Puducherry,2002,TVC- Rape,04. Rape,,3,3
Punjab,2002,TVC- Rape,04. Rape,0,261,261
Rajasthan,2002,TVC- Rape,04. Rape,,1033,1033
Sikkim,2002,TVC- Rape,04. Rape,,8,8
Tamil Nadu,2002,TVC- Rape,04. Rape,17,428,445
Tripura,2002,TVC- Rape,04. Rape,,66,66
Uttar Pradesh,2002,TVC- Rape,04. Rape,,1475,1475
Uttarakhand,2002,TVC- Rape,04. Rape,0,67,67
West Bengal,2002,TVC- Rape,04. Rape,0,436,436
Andaman & Nicobar Islands,2003,TVC- Rape,04. Rape,0,6,6
Andhra Pradesh,2003,TVC- Rape,04. Rape,0,763,763
Arunachal Pradesh,2003,TVC- Rape,04. Rape,0,0,0
Assam,2003,TVC- Rape,04. Rape,4,456,460
Bihar,2003,TVC- Rape,04. Rape,0,641,641
Chandigarh,2003,TVC- Rape,04. Rape,0,17,17
Chhattisgarh,2003,TVC- Rape,04. Rape,0,697,697
Dadra & Nagar Haveli,2003,TVC- Rape,04. Rape,,3,3
Daman & Diu,2003,TVC- Rape,04. Rape,0,0,0
Delhi,2003,TVC- Rape,04. Rape,,517,517
Goa,2003,TVC- Rape,04. Rape,,18,18
Gujarat,2003,TVC- Rape,04. Rape,1,228,229
Haryana,2003,TVC- Rape,04. Rape,0,363,363
Himachal Pradesh,2003,TVC- Rape,04. Rape,0,122,122
Jammu & Kashmir,2003,TVC- Rape,04. Rape,0,88,88
Jharkhand,2003,TVC- Rape,04. Rape,0,526,526
Karnataka,2003,TVC- Rape,04. Rape,0,287,287
Kerala,2003,TVC- Rape,04. Rape,,230,230
Madhya Pradesh,2003,TVC- Rape,04. Rape,,2714,2714
Maharashtra,2003,TVC- Rape,04. Rape,13,1171,1184
Manipur,2003,TVC- Rape,04. Rape,,3,3
Meghalaya,2003,TVC- Rape,04. Rape,0,4,4
Mizoram,2003,TVC- Rape,04. Rape,16,6,22
Nagaland,2003,TVC- Rape,04. Rape,0,9,9
Odisha,2003,TVC- Rape,04. Rape,0,539,539
Puducherry,2003,TVC- Rape,04. Rape,,1,1
Punjab,2003,TVC- Rape,04. Rape,0,318,318
Rajasthan,2003,TVC- Rape,04. Rape,,919,919
Sikkim,2003,TVC- Rape,04. Rape,,3,3
Tamil Nadu,2003,TVC- Rape,04. Rape,20,435,455
Tripura,2003,TVC- Rape,04. Rape,,51,51
Uttar Pradesh,2003,TVC- Rape,04. Rape,,1336,1336
Uttarakhand,2003,TVC- Rape,04. Rape,0,75,75
West Bengal,2003,TVC- Rape,04. Rape,1,506,507
Andaman & Nicobar Islands,2004,TVC- Rape,04. Rape,,4,4
Andhra Pradesh,2004,TVC- Rape,04. Rape,0,889,889
Arunachal Pradesh,2004,TVC- Rape,04. Rape,0,5,5
Assam,2004,TVC- Rape,04. Rape,10,572,582
Bihar,2004,TVC- Rape,04. Rape,0,749,749
Chandigarh,2004,TVC- Rape,04. Rape,0,13,13
Chhattisgarh,2004,TVC- Rape,04. Rape,35,716,751
Dadra & Nagar Haveli,2004,TVC- Rape,04. Rape,,5,5
Delhi,2004,TVC- Rape,04. Rape,,597,597
Goa,2004,TVC- Rape,04. Rape,,17,17
Gujarat,2004,TVC- Rape,04. Rape,3,269,272
Haryana,2004,TVC- Rape,04. Rape,,315,315
Himachal Pradesh,2004,TVC- Rape,04. Rape,0,107,107
Jammu & Kashmir,2004,TVC- Rape,04. Rape,2,102,104
Jharkhand,2004,TVC- Rape,04. Rape,,526,526
Karnataka,2004,TVC- Rape,04. Rape,0,361,361
Kerala,2004,TVC- Rape,04. Rape,,316,316
Lakshadweep,2004,TVC- Rape,04. Rape,,1,1
Madhya Pradesh,2004,TVC- Rape,04. Rape,,2799,2799
Maharashtra,2004,TVC- Rape,04. Rape,7,1253,1260
Manipur,2004,TVC- Rape,04. Rape,0,2,2
Meghalaya,2004,TVC- Rape,04. Rape,0,4,4
Mizoram,2004,TVC- Rape,04. Rape,3,117,120
Nagaland,2004,TVC- Rape,04. Rape,1,39,40
Odisha,2004,TVC- Rape,04. Rape,0,666,666
Puducherry,2004,TVC- Rape,04. Rape,,4,4
Punjab,2004,TVC- Rape,04. Rape,40,257,297
Rajasthan,2004,TVC- Rape,04. Rape,0,753,753
Sikkim,2004,TVC- Rape,04. Rape,0,3,3
Tamil Nadu,2004,TVC- Rape,04. Rape,4,420,424
Tripura,2004,TVC- Rape,04. Rape,,76,76
Uttar Pradesh,2004,TVC- Rape,04. Rape,0,1282,1282
Uttarakhand,2004,TVC- Rape,04. Rape,,71,71
West Bengal,2004,TVC- Rape,04. Rape,17,700,717
Andaman & Nicobar Islands,2005,TVC- Rape,04. Rape,,4,4
Andhra Pradesh,2005,TVC- Rape,04. Rape,0,821,821
Arunachal Pradesh,2005,TVC- Rape,04. Rape,0,19,19
Assam,2005,TVC- Rape,04. Rape,12,525,537
Bihar,2005,TVC- Rape,04. Rape,0,837,837
Chandigarh,2005,TVC- Rape,04. Rape,0,14,14
Chhattisgarh,2005,TVC- Rape,04. Rape,311,630,941
Dadra & Nagar Haveli,2005,TVC- Rape,04. Rape,,6,6
Daman & Diu,2005,TVC- Rape,04. Rape,,3,3
Delhi,2005,TVC- Rape,04. Rape,,885,885
Goa,2005,TVC- Rape,04. Rape,,20,20
Gujarat,2005,TVC- Rape,04. Rape,6,217,223
Haryana,2005,TVC- Rape,04. Rape,0,325,325
Himachal Pradesh,2005,TVC- Rape,04. Rape,0,145,145
Jammu & Kashmir,2005,TVC- Rape,04. Rape,0,116,116
Jharkhand,2005,TVC- Rape,04. Rape,28,500,528
Karnataka,2005,TVC- Rape,04. Rape,1,370,371
Kerala,2005,TVC- Rape,04. Rape,,334,334
Madhya Pradesh,2005,TVC- Rape,04. Rape,,2707,2707
Maharashtra,2005,TVC- Rape,04. Rape,4,1164,1168
Manipur,2005,TVC- Rape,04. Rape,0,1,1
Meghalaya,2005,TVC- Rape,04. Rape,0,3,3
Mizoram,2005,TVC- Rape,04. Rape,3,17,20
Nagaland,2005,TVC- Rape,04. Rape,0,25,25
Odisha,2005,TVC- Rape,04. Rape,0,559,559
Puducherry,2005,TVC- Rape,04. Rape,,4,4
Punjab,2005,TVC- Rape,04. Rape,0,242,242
Rajasthan,2005,TVC- Rape,04. Rape,,827,827
Sikkim,2005,TVC- Rape,04. Rape,,3,3
Tamil Nadu,2005,TVC- Rape,04. Rape,1,609,610
Tripura,2005,TVC- Rape,04. Rape,,121,121
Uttar Pradesh,2005,TVC- Rape,04. Rape,0,1288,1288
Uttarakhand,2005,TVC- Rape,04. Rape,,61,61
West Bengal,2005,TVC- Rape,04. Rape,0,547,547
Andaman & Nicobar Islands,2006,TVC- Rape,04. Rape,,3,3
Andhra Pradesh,2006,TVC- Rape,04. Rape,0,850,850
Arunachal Pradesh,2006,TVC- Rape,04. Rape,0,2,2
Assam,2006,TVC- Rape,04. Rape,15,571,586
Bihar,2006,TVC- Rape,04. Rape,25,831,856
Chandigarh,2006,TVC- Rape,04. Rape,0,17,17
Chhattisgarh,2006,TVC- Rape,04. Rape,237,476,713
Dadra & Nagar Haveli,2006,TVC- Rape,04. Rape,0,5,5
Daman & Diu,2006,TVC- Rape,04. Rape,0,3,3
Delhi,2006,TVC- Rape,04. Rape,0,608,608
Goa,2006,TVC- Rape,04. Rape,,6,6
Gujarat,2006,TVC- Rape,04. Rape,3,204,207
Haryana,2006,TVC- Rape,04. Rape,,338,338
Himachal Pradesh,2006,TVC- Rape,04. Rape,0,102,102
Jammu & Kashmir,2006,TVC- Rape,04. Rape,0,121,121
Jharkhand,2006,TVC- Rape,04. Rape,3,836,839
Karnataka,2006,TVC- Rape,04. Rape,0,339,339
Kerala,2006,TVC- Rape,04. Rape,,354,354
Madhya Pradesh,2006,TVC- Rape,04. Rape,,2625,2625
Maharashtra,2006,TVC- Rape,04. Rape,1,1046,1047
Manipur,2006,TVC- Rape,04. Rape,0,1,1
Meghalaya,2006,TVC- Rape,04. Rape,1,13,14
Mizoram,2006,TVC- Rape,04. Rape,0,74,74
Nagaland,2006,TVC- Rape,04. Rape,6,6,12
Odisha,2006,TVC- Rape,04. Rape,0,500,500
Puducherry,2006,TVC- Rape,04. Rape,,2,2
Punjab,2006,TVC- Rape,04. Rape,,268,268
Rajasthan,2006,TVC- Rape,04. Rape,,761,761
Sikkim,2006,TVC- Rape,04. Rape,,2,2
Tamil Nadu,2006,TVC- Rape,04. Rape,0,466,466
Tripura,2006,TVC- Rape,04. Rape,,77,77
Uttar Pradesh,2006,TVC- Rape,04. Rape,0,1238,1238
Uttarakhand,2006,TVC- Rape,04. Rape,0,97,97
West Bengal,2006,TVC- Rape,04. Rape,13,871,884
Andaman & Nicobar Islands,2007,TVC- Rape,04. Rape,,3,3
Andhra Pradesh,2007,TVC- Rape,04. Rape,0,962,962
Arunachal Pradesh,2007,TVC- Rape,04. Rape,0,7,7
Assam,2007,TVC- Rape,04. Rape,19,638,657
Bihar,2007,TVC- Rape,04. Rape,0,826,826
Chandigarh,2007,TVC- Rape,04. Rape,0,19,19
Chhattisgarh,2007,TVC- Rape,04. Rape,162,506,668
Dadra & Nagar Haveli,2007,TVC- Rape,04. Rape,,2,2
Daman & Diu,2007,TVC- Rape,04. Rape,0,2,2
Delhi,2007,TVC- Rape,04. Rape,,589,589
Goa,2007,TVC- Rape,04. Rape,,6,6
Gujarat,2007,TVC- Rape,04. Rape,9,191,200
Haryana,2007,TVC- Rape,04. Rape,0,374,374
Himachal Pradesh,2007,TVC- Rape,04. Rape,0,83,83
Jammu & Kashmir,2007,TVC- Rape,04. Rape,0,137,137
Jharkhand,2007,TVC- Rape,04. Rape,2,851,853
Karnataka,2007,TVC- Rape,04. Rape,0,294,294
Kerala,2007,TVC- Rape,04. Rape,,522,522
Madhya Pradesh,2007,TVC- Rape,04. Rape,0,2638,2638
Maharashtra,2007,TVC- Rape,04. Rape,1,904,905
Manipur,2007,TVC- Rape,04. Rape,0,2,2
Meghalaya,2007,TVC- Rape,04. Rape,0,15,15
Mizoram,2007,TVC- Rape,04. Rape,0,35,35
Nagaland,2007,TVC- Rape,04. Rape,0,28,28
Odisha,2007,TVC- Rape,04. Rape,0,609,609
Puducherry,2007,TVC- Rape,04. Rape,,7,7
Punjab,2007,TVC- Rape,04. Rape,0,275,275
Rajasthan,2007,TVC- Rape,04. Rape,,639,639
Sikkim,2007,TVC- Rape,04. Rape,,3,3
Tamil Nadu,2007,TVC- Rape,04. Rape,0,398,398
Tripura,2007,TVC- Rape,04. Rape,,156,156
Uttar Pradesh,2007,TVC- Rape,04. Rape,,1115,1115
Uttarakhand,2007,TVC- Rape,04. Rape,,112,112
West Bengal,2007,TVC- Rape,04. Rape,0,838,838
Andaman & Nicobar Islands,2008,TVC- Rape,04. Rape,,5,5
Andhra Pradesh,2008,TVC- Rape,04. Rape,0,812,812
Arunachal Pradesh,2008,TVC- Rape,04. Rape,0,2,2
Assam,2008,TVC- Rape,04. Rape,11,577,588
Bihar,2008,TVC- Rape,04. Rape,0,729,729
Chandigarh,2008,TVC- Rape,04. Rape,,17,17
Chhattisgarh,2008,TVC- Rape,04. Rape,208,678,886
Dadra & Nagar Haveli,2008,TVC- Rape,04. Rape,,5,5
Daman & Diu,2008,TVC- Rape,04. Rape,,2,2
Delhi,2008,TVC- Rape,04. Rape,,376,376
Goa,2008,TVC- Rape,04. Rape,,23,23
Gujarat,2008,TVC- Rape,04. Rape,3,210,213
Haryana,2008,TVC- Rape,04. Rape,0,454,454
Himachal Pradesh,2008,TVC- Rape,04. Rape,0,116,116
Jammu & Kashmir,2008,TVC- Rape,04. Rape,0,141,141
Jharkhand,2008,TVC- Rape,04. Rape,39,591,630
Karnataka,2008,TVC- Rape,04. Rape,11,325,336
Kerala,2008,TVC- Rape,04. Rape,,285,285
Lakshadweep,2008,TVC- Rape,04. Rape,,1,1
Madhya Pradesh,2008,TVC- Rape,04. Rape,,2731,2731
Maharashtra,2008,TVC- Rape,04. Rape,2,1047,1049
Manipur,2008,TVC- Rape,04. Rape,0,0,0
Meghalaya,2008,TVC- Rape,04. Rape,2,24,26
Mizoram,2008,TVC- Rape,04. Rape,12,80,92
Nagaland,2008,TVC- Rape,04. Rape,1,14,15
