area_name,year,group_name,sub_group_name,cases_property_recovered,cases_property_stolen,value_of_property_recovered,value_of_property_stolen
Manipur,2006,Dacoity -Property,1. Dacoity,0,2,0,1247500
Meghalaya,2006,Dacoity -Property,1. Dacoity,10,57,419144,5296886
Mizoram,2006,Dacoity -Property,1. Dacoity,2,4,254235,286546
Nagaland,2006,Dacoity -Property,1. Dacoity,2,15,59850,683770
Odisha,2006,Dacoity -Property,1. Dacoity,138,239,20947380,40429350
Puducherry,2006,Dacoity -Property,1. Dacoity,2,2,246000,263000
Punjab,2006,Dacoity -Property,1. Dacoity,19,35,1880190,5205892
Rajasthan,2006,Dacoity -Property,1. Dacoity,28,35,2402350,4241341
Sikkim,2006,Dacoity -Property,1. Dacoity,0,0,0,0
Tamil Nadu,2006,Dacoity -Property,1. Dacoity,87,95,26180871,30516077
Tripura,2006,Dacoity -Property,1. Dacoity,8,18,419201,1436535
Uttar Pradesh,2006,Dacoity -Property,1. Dacoity,85,107,26236571,42634147
Uttarakhand,2006,Dacoity -Property,1. Dacoity,17,30,503639,2539539
West Bengal,2006,Dacoity -Property,1. Dacoity,63,177,5459381,21667478
Andaman & Nicobar Islands,2007,Dacoity -Property,1. Dacoity,2,5,308000,648000
Andhra Pradesh,2007,Dacoity -Property,1. Dacoity,89,138,36502464,49272166
Arunachal Pradesh,2007,Dacoity -Property,1. Dacoity,9,16,109790,1625690
Assam,2007,Dacoity -Property,1. Dacoity,49,299,3318828,14613245
Bihar,2007,Dacoity -Property,1. Dacoity,122,686,10119615,60582150
Chandigarh,2007,Dacoity -Property,1. Dacoity,2,2,29000,29000
Chhattisgarh,2007,Dacoity -Property,1. Dacoity,33,115,4217777,7981751
Dadra & Nagar Haveli,2007,Dacoity -Property,1. Dacoity,1,1,1200,1200
Daman & Diu,2007,Dacoity -Property,1. Dacoity,0,3,0,393700
Delhi,2007,Dacoity -Property,1. Dacoity,30,34,1310250,6374650
Goa,2007,Dacoity -Property,1. Dacoity,4,7,1142309,13597350
Gujarat,2007,Dacoity -Property,1. Dacoity,142,232,21745848,69620588
Haryana,2007,Dacoity -Property,1. Dacoity,102,139,27558400,43920703
Himachal Pradesh,2007,Dacoity -Property,1. Dacoity,3,4,1555100,4091834
Jammu & Kashmir,2007,Dacoity -Property,1. Dacoity,2,11,30600,525600
Jharkhand,2007,Dacoity -Property,1. Dacoity,75,523,11251492,50039989
Karnataka,2007,Dacoity -Property,1. Dacoity,112,178,55823201,92970218
Kerala,2007,Dacoity -Property,1. Dacoity,51,108,11872686,121457955
Lakshadweep,2007,Dacoity -Property,1. Dacoity,0,0,0,0
Madhya Pradesh,2007,Dacoity -Property,1. Dacoity,84,143,64031147,85301705
Maharashtra,2007,Dacoity -Property,1. Dacoity,506,709,99587563,210757013
Manipur,2007,Dacoity -Property,1. Dacoity,0,3,0,114945
Meghalaya,2007,Dacoity -Property,1. Dacoity,16,55,388800,3618757
Mizoram,2007,Dacoity -Property,1. Dacoity,0,0,0,0
Nagaland,2007,Dacoity -Property,1. Dacoity,1,7,11500,3456280
Odisha,2007,Dacoity -Property,1. Dacoity,133,247,14807120,76757738
Puducherry,2007,Dacoity -Property,1. Dacoity,1,1,500000,500000
Punjab,2007,Dacoity -Property,1. Dacoity,30,37,1581901,4262534
Rajasthan,2007,Dacoity -Property,1. Dacoity,37,71,13223097,23686813
Sikkim,2007,Dacoity -Property,1. Dacoity,0,0,0,0
Tamil Nadu,2007,Dacoity -Property,1. Dacoity,79,88,54160562,60223770
Tripura,2007,Dacoity -Property,1. Dacoity,4,14,14850,1531502
Uttar Pradesh,2007,Dacoity -Property,1. Dacoity,98,125,14568980,26799279
Uttarakhand,2007,Dacoity -Property,1. Dacoity,24,33,767276,7537259
West Bengal,2007,Dacoity -Property,1. Dacoity,45,146,7280069,33575331
Andaman & Nicobar Islands,2008,Dacoity -Property,1. Dacoity,0,0,0,0
Andhra Pradesh,2008,Dacoity -Property,1. Dacoity,77,108,5175890,19165296
Arunachal Pradesh,2008,Dacoity -Property,1. Dacoity,10,14,1085820,1123220
Assam,2008,Dacoity -Property,1. Dacoity,67,312,4455010,26136146
Bihar,2008,Dacoity -Property,1. Dacoity,142,686,6960575,48724649
Chandigarh,2008,Dacoity -Property,1. Dacoity,1,1,110000,110000
Chhattisgarh,2008,Dacoity -Property,1. Dacoity,43,124,8922130,17215702
Dadra & Nagar Haveli,2008,Dacoity -Property,1. Dacoity,0,1,0,37000
Daman & Diu,2008,Dacoity -Property,1. Dacoity,0,2,0,1480000
Delhi,2008,Dacoity -Property,1. Dacoity,18,24,11733000,19249000
Goa,2008,Dacoity -Property,1. Dacoity,0,2,0,6100
Gujarat,2008,Dacoity -Property,1. Dacoity,144,245,20476176,47516980
Haryana,2008,Dacoity -Property,1. Dacoity,99,120,27846605,73685380
Himachal Pradesh,2008,Dacoity -Property,1. Dacoity,5,6,6613138,8031003
Jammu & Kashmir,2008,Dacoity -Property,1. Dacoity,2,2,225000,279500
Jharkhand,2008,Dacoity -Property,1. Dacoity,89,416,4555825,89340742
Karnataka,2008,Dacoity -Property,1. Dacoity,173,268,59400800,100090700
Kerala,2008,Dacoity -Property,1. Dacoity,53,85,6063642,110557290
Lakshadweep,2008,Dacoity -Property,1. Dacoity,0,0,0,0
Madhya Pradesh,2008,Dacoity -Property,1. Dacoity,118,160,19281644,37704449
Maharashtra,2008,Dacoity -Property,1. Dacoity,568,795,46741350,203761313
Manipur,2008,Dacoity -Property,1. Dacoity,0,1,0,43000
Meghalaya,2008,Dacoity -Property,1. Dacoity,5,48,241000,2470722
Mizoram,2008,Dacoity -Property,1. Dacoity,0,2,0,156850
Nagaland,2008,Dacoity -Property,1. Dacoity,2,6,42000,1087500
Odisha,2008,Dacoity -Property,1. Dacoity,150,303,31230015,91493666
Puducherry,2008,Dacoity -Property,1. Dacoity,10,10,1456400,1923300
Punjab,2008,Dacoity -Property,1. Dacoity,32,40,7860028,9574280
Rajasthan,2008,Dacoity -Property,1. Dacoity,35,59,14855312,28940271
Sikkim,2008,Dacoity -Property,1. Dacoity,0,1,0,124500
Tamil Nadu,2008,Dacoity -Property,1. Dacoity,90,100,53840118,68092664
Tripura,2008,Dacoity -Property,1. Dacoity,0,13,0,1320120
Uttar Pradesh,2008,Dacoity -Property,1. Dacoity,84,103,29359674,38492225
Uttarakhand,2008,Dacoity -Property,1. Dacoity,6,10,2637000,3026200
West Bengal,2008,Dacoity -Property,1. Dacoity,57,184,5611895,33357037
Andaman & Nicobar Islands,2009,Dacoity -Property,1. Dacoity,0,0,0,0
Andhra Pradesh,2009,Dacoity -Property,1. Dacoity,51,101,14981520,24465809
Arunachal Pradesh,2009,Dacoity -Property,1. Dacoity,14,20,2721500,4500600
Assam,2009,Dacoity -Property,1. Dacoity,37,251,23132331,49749892
Bihar,2009,Dacoity -Property,1. Dacoity,131,654,8337986,45538299
Chandigarh,2009,Dacoity -Property,1. Dacoity,4,4,515000,515000
Chhattisgarh,2009,Dacoity -Property,1. Dacoity,39,134,2515870,13892747
Dadra & Nagar Haveli,2009,Dacoity -Property,1. Dacoity,4,9,1970600,4570769
Daman & Diu,2009,Dacoity -Property,1. Dacoity,0,0,0,0
Delhi,2009,Dacoity -Property,1. Dacoity,24,36,12222566,35479000
Goa,2009,Dacoity -Property,1. Dacoity,2,4,718865,2255300
Gujarat,2009,Dacoity -Property,1. Dacoity,135,243,37169667,73734850
Haryana,2009,Dacoity -Property,1. Dacoity,112,153,34545985,61000202
Himachal Pradesh,2009,Dacoity -Property,1. Dacoity,4,4,2304700,3313700
Jammu & Kashmir,2009,Dacoity -Property,1. Dacoity,1,1,810000,835000
Jharkhand,2009,Dacoity -Property,1. Dacoity,107,412,6140023,76188451
Karnataka,2009,Dacoity -Property,1. Dacoity,178,273,95860505,113802875
Kerala,2009,Dacoity -Property,1. Dacoity,70,102,22351474,41331781
Lakshadweep,2009,Dacoity -Property,1. Dacoity,0,3,0,500000
Madhya Pradesh,2009,Dacoity -Property,1. Dacoity,86,117,21361603,27798379
Maharashtra,2009,Dacoity -Property,1. Dacoity,539,772,71993623,170660614
Manipur,2009,Dacoity -Property,1. Dacoity,0,1,0,35000
Meghalaya,2009,Dacoity -Property,1. Dacoity,7,60,177270,2966364
Mizoram,2009,Dacoity -Property,1. Dacoity,0,2,0,3000
Nagaland,2009,Dacoity -Property,1. Dacoity,0,8,0,627025
Odisha,2009,Dacoity -Property,1. Dacoity,149,380,45455053,150458832
Puducherry,2009,Dacoity -Property,1. Dacoity,7,7,2056000,2056400
Punjab,2009,Dacoity -Property,1. Dacoity,31,37,3420850,5935802
Rajasthan,2009,Dacoity -Property,1. Dacoity,45,53,66671880,77975765
Sikkim,2009,Dacoity -Property,1. Dacoity,0,0,0,0
Tamil Nadu,2009,Dacoity -Property,1. Dacoity,78,97,34064303,47192518
Tripura,2009,Dacoity -Property,1. Dacoity,3,7,228000,515000
Uttar Pradesh,2009,Dacoity -Property,1. Dacoity,112,149,46315880,87757928
Uttarakhand,2009,Dacoity -Property,1. Dacoity,22,24,2499500,3599100
West Bengal,2009,Dacoity -Property,1. Dacoity,41,214,17211324,63527302
Andaman & Nicobar Islands,2010,Dacoity -Property,1. Dacoity,0,1,0,86150
Andhra Pradesh,2010,Dacoity -Property,1. Dacoity,97,133,18607717,30276549
Arunachal Pradesh,2010,Dacoity -Property,1. Dacoity,5,15,349000,1258330
Assam,2010,Dacoity -Property,1. Dacoity,43,248,12335002,46803955
Bihar,2010,Dacoity -Property,1. Dacoity,125,644,8596846,64448938
Chandigarh,2010,Dacoity -Property,1. Dacoity,5,5,36000,36000
Chhattisgarh,2010,Dacoity -Property,1. Dacoity,36,122,8225470,42282293
Dadra & Nagar Haveli,2010,Dacoity -Property,1. Dacoity,0,2,0,405000
Daman & Diu,2010,Dacoity -Property,1. Dacoity,5,6,1410000,2588000
Delhi,2010,Dacoity -Property,1. Dacoity,27,32,3075000,14044500
Goa,2010,Dacoity -Property,1. Dacoity,2,2,150000,270000
Gujarat,2010,Dacoity -Property,1. Dacoity,122,180,21733654,107788928
Haryana,2010,Dacoity -Property,1. Dacoity,103,147,56906440,82418528
Himachal Pradesh,2010,Dacoity -Property,1. Dacoity,1,2,250000,838400
Jammu & Kashmir,2010,Dacoity -Property,1. Dacoity,2,5,16500,397190
Jharkhand,2010,Dacoity -Property,1. Dacoity,104,335,11413820,43681106
Karnataka,2010,Dacoity -Property,1. Dacoity,186,272,58827626,70325623
Kerala,2010,Dacoity -Property,1. Dacoity,33,71,2665230,8078175
Lakshadweep,2010,Dacoity -Property,1. Dacoity,0,0,0,0
Madhya Pradesh,2010,Dacoity -Property,1. Dacoity,81,110,7021484540,7050070892
Maharashtra,2010,Dacoity -Property,1. Dacoity,569,765,137404539,218670715
Manipur,2010,Dacoity -Property,1. Dacoity,0,0,0,0
Meghalaya,2010,Dacoity -Property,1. Dacoity,6,33,89970,1655070
Mizoram,2010,Dacoity -Property,1. Dacoity,1,3,302000,397000
Nagaland,2010,Dacoity -Property,1. Dacoity,1,3,3000,16040
Odisha,2010,Dacoity -Property,1. Dacoity,187,346,20104915,84697959
Puducherry,2010,Dacoity -Property,1. Dacoity,2,2,2300000,2300000
Punjab,2010,Dacoity -Property,1. Dacoity,51,65,26338335,62562705
Rajasthan,2010,Dacoity -Property,1. Dacoity,25,36,27598990,29620960
Sikkim,2010,Dacoity -Property,1. Dacoity,0,1,0,6000
Tamil Nadu,2010,Dacoity -Property,1. Dacoity,74,85,62272356,80347154
Tripura,2010,Dacoity -Property,1. Dacoity,5,16,59000,811800
Uttar Pradesh,2010,Dacoity -Property,1. Dacoity,134,170,48700047,78967688
Uttarakhand,2010,Dacoity -Property,1. Dacoity,8,9,2546350,9226550
West Bengal,2010,Dacoity -Property,1. Dacoity,69,288,17476848,117321249
Andaman & Nicobar Islands,2001,Other heads of Property,6. Other Property,0,0,0,0
Andhra Pradesh,2001,Other heads of Property,6. Other Property,154,360,3293943,7786220
Arunachal Pradesh,2001,Other heads of Property,6. Other Property,1,20,4730,1204096
Assam,2001,Other heads of Property,6. Other Property,148,395,3459533,11379457
Bihar,2001,Other heads of Property,6. Other Property,285,1164,4527015,11368139
Chandigarh,2001,Other heads of Property,6. Other Property,2,2,101000,101000
Chhattisgarh,2001,Other heads of Property,6. Other Property,170,366,2310687,7145770
Dadra & Nagar Haveli,2001,Other heads of Property,6. Other Property,2,12,351780,3127831
Daman & Diu,2001,Other heads of Property,6. Other Property,0,7,0,3669850
Delhi,2001,Other heads of Property,6. Other Property,578,1714,13695153,841921782
Goa,2001,Other heads of Property,6. Other Property,1,34,10000,122480590
Gujarat,2001,Other heads of Property,6. Other Property,500,1243,12975707,213828834
Haryana,2001,Other heads of Property,6. Other Property,288,326,28709985,29351785
Himachal Pradesh,2001,Other heads of Property,6. Other Property,30,76,1007779,1673423
Jammu & Kashmir,2001,Other heads of Property,6. Other Property,0,0,0,0
Jharkhand,2001,Other heads of Property,6. Other Property,69,253,985394,11010074
Karnataka,2001,Other heads of Property,6. Other Property,145,325,4216802,10530737
Kerala,2001,Other heads of Property,6. Other Property,1,1,12500,12500
Lakshadweep,2001,Other heads of Property,6. Other Property,0,0,0,0
Madhya Pradesh,2001,Other heads of Property,6. Other Property,388,1331,3349521,20579958
Maharashtra,2001,Other heads of Property,6. Other Property,1133,2491,66749060,941300124
Manipur,2001,Other heads of Property,6. Other Property,23,91,2377000,10659750
Meghalaya,2001,Other heads of Property,6. Other Property,16,32,177365,1180415
Mizoram,2001,Other heads of Property,6. Other Property,56,186,2683220,4467540
Nagaland,2001,Other heads of Property,6. Other Property,18,133,1226687,51036027
Odisha,2001,Other heads of Property,6. Other Property,154,187,252396,4433658
Puducherry,2001,Other heads of Property,6. Other Property,1,2,750,57550
Punjab,2001,Other heads of Property,6. Other Property,472,481,61062478,61062478
Rajasthan,2001,Other heads of Property,6. Other Property,1307,2341,23094744,26975847
Sikkim,2001,Other heads of Property,6. Other Property,0,1,0,50000
Tamil Nadu,2001,Other heads of Property,6. Other Property,360,839,68489411,220705814
Tripura,2001,Other heads of Property,6. Other Property,4,29,35000,2317000
Uttar Pradesh,2001,Other heads of Property,6. Other Property,601,991,34220154,76498742
Uttarakhand,2001,Other heads of Property,6. Other Property,0,0,0,0
West Bengal,2001,Other heads of Property,6. Other Property,373,2113,18386936,104181303
Andaman & Nicobar Islands,2002,Other heads of Property,6. Other Property,0,0,0,0
Andhra Pradesh,2002,Other heads of Property,6. Other Property,207,491,5582933,20701567
Arunachal Pradesh,2002,Other heads of Property,6. Other Property,21,34,2461567,5816326
Assam,2002,Other heads of Property,6. Other Property,218,572,2452186,9470471
Bihar,2002,Other heads of Property,6. Other Property,224,1216,1336704,4552401
Chandigarh,2002,Other heads of Property,6. Other Property,10,10,117000,117000
Chhattisgarh,2002,Other heads of Property,6. Other Property,41,92,1730949,6036538
Dadra & Nagar Haveli,2002,Other heads of Property,6. Other Property,8,8,525000,525000
Daman & Diu,2002,Other heads of Property,6. Other Property,3,10,498640,6745248
Delhi,2002,Other heads of Property,6. Other Property,1780,2703,5499437,817719202
Goa,2002,Other heads of Property,6. Other Property,1,56,1332208,33644850
Gujarat,2002,Other heads of Property,6. Other Property,516,1155,21927354,2333126020
Haryana,2002,Other heads of Property,6. Other Property,295,341,27874325,30015057
Himachal Pradesh,2002,Other heads of Property,6. Other Property,29,66,2037448,2391348
Jammu & Kashmir,2002,Other heads of Property,6. Other Property,0,0,0,0
Jharkhand,2002,Other heads of Property,6. Other Property,133,182,4235306,4468484
Karnataka,2002,Other heads of Property,6. Other Property,316,378,9473988,15964455
Kerala,2002,Other heads of Property,6. Other Property,225,400,11879933,32901675
Lakshadweep,2002,Other heads of Property,6. Other Property,0,0,0,0
Madhya Pradesh,2002,Other heads of Property,6. Other Property,412,876,6577011,25257676
Maharashtra,2002,Other heads of Property,6. Other Property,1091,2803,134055928,2468904637
Manipur,2002,Other heads of Property,6. Other Property,6,93,1053000,6282462
Meghalaya,2002,Other heads of Property,6. Other Property,13,32,42120,335393
Mizoram,2002,Other heads of Property,6. Other Property,2,16,3720,92410
Nagaland,2002,Other heads of Property,6. Other Property,36,56,757921,1128015
Odisha,2002,Other heads of Property,6. Other Property,10,22,48100,822871
Puducherry,2002,Other heads of Property,6. Other Property,1,1,20000,23000
Punjab,2002,Other heads of Property,6. Other Property,611,614,94025485,94025485
Rajasthan,2002,Other heads of Property,6. Other Property,480,1073,9440215,12742820
Sikkim,2002,Other heads of Property,6. Other Property,1,4,10000,10000
Tamil Nadu,2002,Other heads of Property,6. Other Property,309,827,96247664,215973866
Tripura,2002,Other heads of Property,6. Other Property,2,60,302000,4458147
Uttar Pradesh,2002,Other heads of Property,6. Other Property,564,815,133106484,50129615
Uttarakhand,2002,Other heads of Property,6. Other Property,0,0,0,0
West Bengal,2002,Other heads of Property,6. Other Property,1367,5016,39580269,87884434
Andaman & Nicobar Islands,2003,Other heads of Property,6. Other Property,0,0,0,0
Andhra Pradesh,2003,Other heads of Property,6. Other Property,79,195,1294520,2397928
Arunachal Pradesh,2003,Other heads of Property,6. Other Property,14,28,215410,3093260
Assam,2003,Other heads of Property,6. Other Property,201,562,4779994,17315893
Bihar,2003,Other heads of Property,6. Other Property,202,1341,744539,3190267
Chandigarh,2003,Other heads of Property,6. Other Property,38,89,628580,1214855
Chhattisgarh,2003,Other heads of Property,6. Other Property,123,260,871302,11739034
Dadra & Nagar Haveli,2003,Other heads of Property,6. Other Property,8,12,1425500,12690500
Daman & Diu,2003,Other heads of Property,6. Other Property,1,8,870000,5050900
Delhi,2003,Other heads of Property,6. Other Property,1609,2611,12656735,748989861
Goa,2003,Other heads of Property,6. Other Property,5,77,181400,198400135
Gujarat,2003,Other heads of Property,6. Other Property,647,1426,12070140,1424565020
Haryana,2003,Other heads of Property,6. Other Property,572,606,33077853,34305575
Himachal Pradesh,2003,Other heads of Property,6. Other Property,28,63,421487,9676998
Jammu & Kashmir,2003,Other heads of Property,6. Other Property,0,0,0,0
Jharkhand,2003,Other heads of Property,6. Other Property,88,219,1281157,1982366
Karnataka,2003,Other heads of Property,6. Other Property,234,715,8065554,26578132
Kerala,2003,Other heads of Property,6. Other Property,148,235,10586255,14903253
Lakshadweep,2003,Other heads of Property,6. Other Property,0,0,0,0
Madhya Pradesh,2003,Other heads of Property,6. Other Property,394,855,4552443,12549325
Maharashtra,2003,Other heads of Property,6. Other Property,1185,2978,146473907,926930378
Manipur,2003,Other heads of Property,6. Other Property,8,78,1003000,3866559
Meghalaya,2003,Other heads of Property,6. Other Property,4,19,260000,573975
Mizoram,2003,Other heads of Property,6. Other Property,37,228,134516,459982
Nagaland,2003,Other heads of Property,6. Other Property,57,76,1002990,1234990
Odisha,2003,Other heads of Property,6. Other Property,14,59,51650,1049403
Puducherry,2003,Other heads of Property,6. Other Property,2,2,1600,1600
Punjab,2003,Other heads of Property,6. Other Property,1033,1033,128852639,128852639
Rajasthan,2003,Other heads of Property,6. Other Property,1167,2300,10935283,28874340
Sikkim,2003,Other heads of Property,6. Other Property,0,4,0,2110873
Tamil Nadu,2003,Other heads of Property,6. Other Property,77,104,9507709,31516362
Tripura,2003,Other heads of Property,6. Other Property,3,25,44831,642172
Uttar Pradesh,2003,Other heads of Property,6. Other Property,311,352,51815000,59777530
Uttarakhand,2003,Other heads of Property,6. Other Property,0,0,0,0
West Bengal,2003,Other heads of Property,6. Other Property,770,1470,19879150,52137501
Andaman & Nicobar Islands,2004,Other heads of Property,6. Other Property,0,0,0,0
Andhra Pradesh,2004,Other heads of Property,6. Other Property,76,192,1650696,10111253
Arunachal Pradesh,2004,Other heads of Property,6. Other Property,10,26,263470,1904046
Assam,2004,Other heads of Property,6. Other Property,211,714,4169182,18860636
Bihar,2004,Other heads of Property,6. Other Property,375,1384,6154699,31715584
Chandigarh,2004,Other heads of Property,6. Other Property,62,101,926795,1479695
Chhattisgarh,2004,Other heads of Property,6. Other Property,137,1261,2007990,10298816
Dadra & Nagar Haveli,2004,Other heads of Property,6. Other Property,6,22,341000,7898313
Daman & Diu,2004,Other heads of Property,6. Other Property,0,6,0,600000
Delhi,2004,Other heads of Property,6. Other Property,1974,3097,29885709,451314993
Goa,2004,Other heads of Property,6. Other Property,7,52,411000,51919570
